,Parking,Swimming Pool,Restaurant,Room Service,Fitness Centre,Spa & Wellness Centre,Business Centre,Facilities for Disabled,Airport Shuttle,Non-smoking Rooms,Babysitting/Child Services,Meeting/Banquet Facilities,Car Rental,Breakfast Buffet,Bar/Lounge,Kids Activities,Game Room,Dry Cleaning,Valet Parking,name,rate,review,Highspeed Internet,Airconditioning,Safe/Vault,Tennis Court,Indoor Pool,Pet-friendly,Casino,Golfcourse,Beach Access,Ski-In Ski-Out
455,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,Crowne Plaza Hotel Riyadh Minhal,8.6,3016 reviews,1.0,1.0,1.0,,,,,,,
456,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,Dorar Darea Hotel Apartments - Al Nafl,7.2,215 reviews,1.0,1.0,1.0,,,,,,,
457,1.0,,,,,,,,,1.0,,,,,,,,,,Al Muteb Suites Al Falah 1,N/A,N/A,1.0,1.0,,,,,,,,
458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Novotel Suites Riyadh Olaya,7.3,2435 reviews,1.0,1.0,1.0,,1.0,,,,,
459,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,Dorar Darea Hotel Apartments - Al Nafl,7.2,215 reviews,1.0,1.0,1.0,,,,,,,
460,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,Dara Al Rayan,8.6,574 reviews,,,,,,,,,,
461,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,Enala Resort,N/A,N/A,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,Olaya 1 Stella Stays,N/A,N/A,,,,,,,,,,
464,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Mena Andalusia Hotel,6.3,2490 reviews,1.0,1.0,1.0,,,,,,,
465,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Mena Andalusia Hotel,6.3,2490 reviews,1.0,1.0,1.0,,,,,,,
466,,,,,,,1.0,,,,,,,,,,,,1.0,RosaGrandHotel,N/A,N/A,,,1.0,,,,,,,
467,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Melissa Hotel Riyadh,7.8,648 reviews,1.0,1.0,1.0,,,,,,,
468,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Taleen Al Nadwa,5.6,418 reviews,1.0,1.0,,,,,,,,
469,1.0,,,,,,,,,1.0,,,,,,,,,,Kease Al Izdihar -7 Luxury Gold AZ99,6.0,5 reviews,,,,,,,,,,
470,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Revan Palace,6.9,249 reviews,1.0,1.0,1.0,,,,,,,
471,1.0,,,,,,,,,,,,,,,,,,,Holiday Plus Cordoba,6.8,380 reviews,1.0,1.0,,,,,,,,
472,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,Braira Al Yarmouk Hotel,8.6,4939 reviews,1.0,1.0,1.0,,1.0,,,,,
473,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,Taleen Granada hotel apartments,6.3,50 reviews,1.0,1.0,1.0,,,,,,,
474,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,Damac Towers Riyadh برج داماك الرياض,N/A,N/A,1.0,1.0,1.0,,,,,,,
475,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,ALMA Hotel,N/A,N/A,1.0,1.0,,,,,,,,
476,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,DAMAC Riyadh - Luxury Apartments داماك الرياض,7.2,356 reviews,1.0,1.0,1.0,,1.0,1.0,,,,
477,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,Boudl Al Olaya Hotel,7.9,1045 reviews,1.0,1.0,1.0,,,,,,,
478,,,,,,,,,,,,,,,,,,1.0,,"Al Masem Hotel Suites, King Fahd District",N/A,N/A,,1.0,,,,,,,,
479,1.0,,,,,,,1.0,,,,,,,,,,,,Merfal Royal Apartment,7.0,316 reviews,1.0,1.0,1.0,,,,,,,
480,1.0,,,,,,,,,,,,,,,,,,,Amber,N/A,N/A,,,,,,,,,,
481,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,Burj Al Hayah Hotel Suites-Al Olaya,6.2,173 reviews,1.0,1.0,,,,,,,,
482,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,Burj Alhayah Hotel Suites Olaya,8.2,208 reviews,1.0,1.0,,,,,,,,
483,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,Al Farhan Hotel Suites (Exit 15),6.1,241 reviews,1.0,1.0,1.0,,,,,,,
484,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,Al Muhaidb Al Diwan - Al Olaya,6.8,443 reviews,1.0,1.0,,,1.0,,,,,
485,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,Dorar Darea Hotel Apartments - Al Malqa 2,7.4,242 reviews,1.0,1.0,1.0,,,,,,,
486,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,Four Seasons Hotel Riyadh,8.9,3197 reviews,1.0,1.0,1.0,,,1.0,,,,
487,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Mena Andalusia Hotel,6.3,2490 reviews,1.0,1.0,1.0,,,,,,,
488,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,Dorar Darea Hotel Apartments - Al Malqa 2,7.4,242 reviews,1.0,1.0,1.0,,,,,,,
489,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,Aber Al Takhassusi hotel ,8.5,2694 reviews,1.0,1.0,,,1.0,,,,,
490,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,Golden Ship Hotel,N/A,N/A,1.0,1.0,1.0,,1.0,,,,,
491,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Muteb Suites Heritage Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
492,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,Ewaa Express Hotel - Gaber,8.7,2032 reviews,1.0,1.0,1.0,,,,,,,
493,1.0,,,,,,,,,1.0,,,,,,,,,,Rafa Homes Al Izdihar 1,7.7,356 reviews,1.0,1.0,,,,,,,,
494,,,,,,,,,,,,,,,,,,1.0,,"Al Masem Hotel Suites, King Fahd District",N/A,N/A,,1.0,,,,,,,,
495,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Ahlin Suites 2,7.7,450 reviews,,1.0,1.0,,,,,,,
496,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,Fairmont Riyadh,N/A,N/A,,,,,,,,,,
497,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,Rest Night Hotel Apartment- AlHamra,7.5,2095 reviews,1.0,1.0,1.0,,1.0,,,,,
498,,,,,,,,,,,,,,,,,,1.0,,"Al Masem Hotel Suites, King Fahd District",N/A,N/A,,1.0,,,,,,,,
499,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Alyaa Home,N/A,N/A,1.0,1.0,,,,,,,,
500,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,Four Points by Sheraton Riyadh Khaldia,7.3,1245 reviews,1.0,,,1.0,,,,1.0,,
501,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Muteb Suites Heritage Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
502,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,Hyatt Buyutat,6.5,851 reviews,1.0,1.0,1.0,,1.0,,,,,
503,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Tooq Suites,6.4,32 reviews,1.0,1.0,1.0,,,,,,,
504,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Al Rahden Hotel,8.3,1256 reviews,1.0,1.0,1.0,,1.0,,,,,
505,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,Haven Plaza Hotel,6.4,4097 reviews,1.0,1.0,1.0,,,,,,,
506,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,Hayat Alriyadh Hotel,7.7,17 reviews,1.0,1.0,1.0,,1.0,,,,,
507,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,Crowne Plaza Hotel Riyadh Minhal,8.6,3016 reviews,1.0,1.0,1.0,,,,,,,
508,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,Moments Living Hotel,6.3,811 reviews,1.0,1.0,1.0,,,,,,,
509,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,Comfort Hotel Riyadh Olaya,9.5,4 reviews,1.0,1.0,1.0,,,,,,,
510,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,Enala Resort,N/A,N/A,,,,,,,,,,
512,1.0,,,,,1.0,,,,1.0,,,,,,,,,,The O Tower Residence,N/A,N/A,,,1.0,,,,,,,
513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,Iris Boutique Granada,8.4,1474 reviews,1.0,1.0,1.0,,1.0,,,,,
514,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,1.0,,Ewaa Express Hotel - Al Olaya,8.6,2877 reviews,1.0,,,,1.0,,,,,
515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Rosh Rayhaan by Rotana,8.5,3929 reviews,1.0,1.0,1.0,,,,,,,
516,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Al Muteb Suites Al Ezdehar 2,7.0,497 reviews,1.0,1.0,1.0,,,,,,,
517,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,DAMAC Riyadh - Luxury Apartments داماك الرياض,7.2,356 reviews,1.0,1.0,1.0,,1.0,1.0,,,,
518,,,,1.0,,,,,,,,,,,,,,1.0,,Taleen AlSahafa Hotel Apartments,5.9,368 reviews,1.0,1.0,1.0,,,1.0,,,,
519,,,,,,,,1.0,1.0,,,,,,,,,1.0,,Janatna Furnished Apartments,7.0,61 reviews,1.0,1.0,1.0,,,1.0,,,,
520,1.0,,,,,,,,,1.0,,,,,,,,,,Mabaat - Al Yasmeen - 454,7.7,3 reviews,1.0,1.0,,,,,,,,
521,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,Rand by Wandalus,7.2,916 reviews,1.0,1.0,1.0,,,,,,,
522,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,Erfad Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
523,1.0,,,,,,,,,1.0,,,,,,,,,,Rafa Homes Al Izdihar 1,7.7,356 reviews,1.0,1.0,,,,,,,,
524,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Rihanna Inn Hotel Apartement,N/A,N/A,1.0,1.0,,,,,,,,
525,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,Dara Al Rayan,8.6,574 reviews,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,Karem Riyadh Residence - Hotel Apartment,N/A,N/A,,,,,,,,,,
527,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,Riyadh Marriott Hotel,7.5,2133 reviews,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,
528,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Motiara Hotel – Al Murouj,7.1,426 reviews,1.0,1.0,1.0,,,,,,,
529,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Deyala Hotel Suites,N/A,N/A,1.0,1.0,1.0,,,,,,,
530,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,AlMuhaidb Almalaz 7,6.7,219 reviews,1.0,1.0,1.0,,,,,,,
531,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,Braira Hotel Olaya - By Boudl,8.4,4315 reviews,1.0,,,,,,,,,
532,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Al Muteb Suites Al Yarmouk,N/A,N/A,1.0,1.0,,,,,,,,
533,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,Rest Night Hotel Suites- - AL Nafal,6.2,688 reviews,1.0,1.0,1.0,,,,,,,
534,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Voyage Hotel,7.9,253 reviews,1.0,1.0,1.0,,,,,,,
535,,,,,,,,,,1.0,,,,,,,,,1.0,Suknai Resort,N/A,N/A,,,,,,,,,,
536,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,Mira Business Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
537,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,
538,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,Al Farhan Hotel Suites (Exit 15),6.1,241 reviews,1.0,1.0,1.0,,,,,,,
539,,,1.0,,,,,,,,,,,,,,,,,Grand Plaza Takhasosi,N/A,N/A,,,,,1.0,,,,,
540,1.0,,,,,,,,,1.0,,,,,,,,,,Rawda - Qaswarah Residence,N/A,N/A,1.0,1.0,,,,,,,,
541,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,Erfad Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
542,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,Taleen Granada hotel apartments,6.3,50 reviews,1.0,1.0,1.0,,,,,,,
543,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,
544,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,Best Western Plus Fursan Hotel,8.1,687 reviews,1.0,,1.0,1.0,1.0,,,,,
545,,,,,,,,,,1.0,,,,,,,,,1.0,Suknai Resort,N/A,N/A,,,,,,,,,,
546,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,Boudl Al Munsiyah,8.0,4311 reviews,1.0,1.0,,,,,,,,
547,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,The land Resort,9.0,28 reviews,1.0,1.0,1.0,,,,,,,
548,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,Centro Olaya by Rotana,7.9,3325 reviews,1.0,1.0,,,,,,,,
549,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,Holiday Inn RIYADH - OLAYA,7.2,942 reviews,,,,,,,,1.0,,
550,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,Grand Plaza Hotel - Takhasosi Riyadh,8.3,4037 reviews,1.0,,,,,,,,,
551,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Taleen Al Nadwa,5.6,418 reviews,1.0,1.0,,,,,,,,
552,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,
553,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Mena Andalusia Hotel,6.3,2490 reviews,1.0,1.0,1.0,,,,,,,
554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Dabab Hotel by Warwick,7.3,1606 reviews,1.0,1.0,1.0,,1.0,,,,,
555,1.0,,1.0,,,,,,,,,,,,,,,,,Golden Dune Hotel & Suite,8.2,2735 reviews,1.0,1.0,1.0,,,1.0,,,,
556,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,Al Muhaidb Al Diwan - Al Olaya,6.8,443 reviews,1.0,1.0,,,1.0,,,,,
557,1.0,,,,,1.0,,,,,,,,,,,,,1.0,Hotel Vivian Park El Raed,N/A,N/A,,,,,,,,,,
558,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Al-Nagah,N/A,N/A,,1.0,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,Namar Home Serviced Suites,N/A,N/A,,,,,,,,,,
560,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Taleen Durrat Al Nakhil,N/A,N/A,1.0,1.0,1.0,,,,,,,
561,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
562,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,AlMuhaidb Almalaz 7,6.7,219 reviews,1.0,1.0,1.0,,,,,,,
563,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Riyadh Diplomatic Quarter - Marriott Executive Apartments,8.4,1042 reviews,1.0,1.0,1.0,,,,,,,
564,1.0,,,,,,,,,,,,,,,,,,,Lailaty Hotel Apartment,7.6,66 reviews,1.0,1.0,,,,,,,,
565,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Motiara Hotel – Al Murouj,7.1,426 reviews,1.0,1.0,1.0,,,,,,,
566,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,Al Diafa Apartment Olaya,7.9,180 reviews,1.0,1.0,,,1.0,,,,,
567,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Courtyard by Marriott Riyadh Northern Ring Road,8.2,998 reviews,1.0,1.0,1.0,,1.0,,,,,
568,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,
569,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,ibis Riyadh Olaya Street,6.9,2941 reviews,1.0,1.0,1.0,,,,,,,
570,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,Boudl Al Olaya Hotel,7.9,1045 reviews,1.0,1.0,1.0,,,,,,,
571,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,Centro Olaya by Rotana,7.9,3325 reviews,1.0,1.0,,,,,,,,
572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,InterContinental Hotels RIYADH,7.7,6685 reviews,1.0,1.0,1.0,1.0,1.0,,,1.0,,
573,1.0,,1.0,,,,,,,,,,,,,,,,,Golden Dune Hotel & Suite,8.2,2735 reviews,1.0,1.0,1.0,,,1.0,,,,
574,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,Voyage Residence,8.8,176 reviews,1.0,1.0,1.0,,1.0,,,,,
575,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,The Corner Chalets,8.1,236 reviews,,1.0,1.0,,,,,,,
576,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,Hyatt Place Riyadh Sulaimania,8.5,447 reviews,1.0,1.0,1.0,,,,,,,
577,1.0,,,,,,,,,1.0,,,,,,,,,,Taleen Al Nakheel Apartment,6.3,365 reviews,1.0,1.0,,,,,,,,
578,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,Al Farhan Hotel Suites Al Aqiq,6.3,200 reviews,1.0,1.0,1.0,,,,,,,
579,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,
580,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Continent Hotel Al Waha Riyad,7.7,1696 reviews,1.0,1.0,1.0,,1.0,,,,,
581,1.0,,,1.0,,,,,,,,,,,,,,,,Myrtle Al Sahafa,7.5,1872 reviews,,1.0,,,,,,,,
582,1.0,,,,,,,,,,,,,,,,,,,Amber Hospitality Al Nafel,N/A,N/A,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,,
584,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Melissa Hotel Riyadh,7.8,648 reviews,1.0,1.0,1.0,,,,,,,
585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,"Mandarin Oriental Al Faisaliah, Riyadh",8.6,5931 reviews,1.0,1.0,1.0,1.0,1.0,,,,,
586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,Crown Rose Hotel,7.4,2793 reviews,1.0,1.0,1.0,,,,,,,
587,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,Burj Al Hayah Hotel Suites-Al Olaya,6.2,173 reviews,1.0,1.0,,,,,,,,
588,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,Innyar Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
589,,,,,,,,,,,,,,,,,,,,Almuhaidb Residence Almalaz,N/A,N/A,,1.0,,,,,,,,
590,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,Dara Hotel Qurtubah,8.2,1514 reviews,1.0,,1.0,,,,,,,
591,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,
592,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Voyage Hotel,7.9,253 reviews,1.0,1.0,1.0,,,,,,,
593,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,Ewaa Express Hotel - Khorais,8.3,1791 reviews,1.0,1.0,,,,,,,,
594,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Marin Suit El Swedi,N/A,N/A,1.0,1.0,1.0,,,,,,,
595,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Ahlin Suites 2,7.7,450 reviews,,1.0,1.0,,,,,,,
596,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,Al Mashreq Boutique Hotel,7.7,768 reviews,1.0,1.0,1.0,,1.0,,,,,
597,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,Dorar Darea Hotel Apartments - Al Nafl,7.2,215 reviews,1.0,1.0,1.0,,,,,,,
598,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,AlMuhaidb Tahliya - Olaya,5.7,313 reviews,1.0,1.0,1.0,,,,,,,
599,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,Burj Alhayah Hotel Suites Olaya,8.2,208 reviews,1.0,1.0,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,,
601,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,Hyatt Buyutat,6.5,851 reviews,1.0,1.0,1.0,,1.0,,,,,
602,1.0,,,,,,,,,,,,,,,,,,,Aparthotel Ollya Riyadh,N/A,N/A,,,,,,,,,,
603,,,,,,1.0,,,,1.0,,,,,,,,,1.0,msharef almoden hotel,N/A,N/A,1.0,,1.0,,,,,,,
604,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,
605,,,,,,,,,,,,,,,,,,,,Villa Palma Compound,N/A,N/A,,,,,,,,,,
606,,,,,,,,,,1.0,,,,,,,,,1.0,Suknai Resort,N/A,N/A,,,,,,,,,,
607,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,HDB Sahafa,8.1,4718 reviews,1.0,1.0,1.0,,,,,,,
609,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,
610,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,Swiss Spirit Metropolitan Riyadh,7.6,1005 reviews,1.0,,,,,,1.0,,,
611,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Gulf Riyadh,8.5,4896 reviews,1.0,1.0,1.0,,,,,,,
612,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,Aber Al Munsiyah,7.9,1099 reviews,1.0,1.0,1.0,,,,,,,
613,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,Hyatt Place Riyadh Sulaimania,8.5,447 reviews,1.0,1.0,1.0,,,,,,,
614,,,,,,,,,,,,,,,,,,,,Mabaat - Suitey Al Aqiq - 559,8.5,124 reviews,,,,,,,,,,
615,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Al-Nagah,N/A,N/A,,1.0,,,,,,,,
616,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Taleen AlMasif hotel apartments,6.4,360 reviews,1.0,1.0,1.0,,,,,,,
617,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,Aloft Riyadh Hotel,8.2,1309 reviews,1.0,1.0,,,,,,,,
618,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
619,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Boudl Al Fayhaa,6.0,1590 reviews,1.0,,,,,,,,,
620,1.0,,,,,,,,,1.0,,,,,,,,,,Freesia Hotel,N/A,N/A,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,,
622,,,,,,,,,,,,,,,,,,,,Karem Riyadh Residence - Hotel Apartment,N/A,N/A,,,,,,,,,,
623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,voco Riyadh An IHG Hotel,9.0,5662 reviews,,,,,,,,,,
624,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Marriott Executive Apartments Riyadh, Convention Center",8.7,865 reviews,1.0,,1.0,1.0,1.0,,,1.0,,
